"","chr","start","end","Cn_R_group"
"union_peak_4792","chr11",46466605,46467349,"ABC"
"union_peak_4793","chr11",46473349,46474762,"AB"
"union_peak_4811","chr11",48934897,48935432,"A"
"union_peak_4835","chr11",49247482,49248813,"A"
"union_peak_4840","chr11",49722188,49723447,"DE"
"union_peak_4842","chr11",49810849,49812057,"B"
"union_peak_4871","chr11",50835336,50836419,"D"
"union_peak_4893","chr11",51837314,51838266,"ABC"
"union_peak_4898","chr11",51874103,51875308,"ABC"
"union_peak_4914","chr11",52046066,52047081,"AB"
"union_peak_4935","chr11",52293966,52294799,"ABC"
"union_peak_4937","chr11",52313687,52314682,"DE"
"union_peak_4949","chr11",53128382,53129329,"A"
"union_peak_4955","chr11",53393461,53394895,"AB"
"union_peak_4962","chr11",53609371,53610425,"A"
"union_peak_4971","chr11",53802979,53804267,"A"
"union_peak_4973","chr11",53809981,53810824,"ABC"
"union_peak_4984","chr11",54062815,54063770,"DEF"
"union_peak_4991","chr11",54160853,54161716,"DE"
"union_peak_4992","chr11",54162674,54163376,"DEF"
"union_peak_5077","chr11",57911444,57912481,"A"
"union_peak_5079","chr11",57958072,57958811,"E"
"union_peak_5108","chr11",58467176,58468139,"C"
"union_peak_5126","chr11",59397451,59398470,"B"
"union_peak_5127","chr11",59404135,59405047,"A"
"union_peak_5128","chr11",59418426,59419018,"AB"
"union_peak_5149","chr11",60129888,60131300,"E"
"union_peak_5158","chr11",60231963,60233050,"EF"
"union_peak_5178","chr11",60935010,60936010,"ABC"
"union_peak_5193","chr11",61638509,61639802,"B"
"union_peak_5207","chr11",62038538,62039267,"DE"
"union_peak_5217","chr11",62507505,62508200,"DE"
"union_peak_5218","chr11",62508733,62509238,"C"
"union_peak_5233","chr11",62751887,62753288,"B"
"union_peak_5234","chr11",62761440,62762460,"BC"
"union_peak_5271","chr11",67522559,67523225,"C"
"union_peak_5272","chr11",67526403,67527605,"ABC"
"union_peak_5274","chr11",67562999,67564842,"ABC"
"union_peak_5278","chr11",67633437,67634476,"BC"
"union_peak_5285","chr11",68442187,68443600,"ABC"
"union_peak_5290","chr11",68545669,68546509,"C"
"union_peak_5292","chr11",68726377,68727421,"AC"
"union_peak_5347","chr11",69665856,69666508,"AB"
"union_peak_5398","chr11",70597132,70598052,"B"
"union_peak_5423","chr11",71999906,72000896,"A"
"union_peak_5429","chr11",72202697,72203416,"A"
"union_peak_5433","chr11",72341967,72343006,"A"
"union_peak_5454","chr11",73093920,73095619,"E"
"union_peak_5459","chr11",73131850,73133117,"ABC"
"union_peak_5467","chr11",74572332,74573463,"A"
"union_peak_5469","chr11",74644875,74646057,"AB"
"union_peak_5480","chr11",74954640,74955669,"ABC"
"union_peak_5481","chr11",74959563,74960842,"AB"
"union_peak_5496","chr11",75282321,75283225,"DE"
"union_peak_5498","chr11",75318700,75319374,"DEF"
"union_peak_5499","chr11",75322131,75323068,"DE"
"union_peak_5518","chr11",75560463,75561460,"DEF"
"union_peak_5530","chr11",75835600,75836664,"D"
"union_peak_5565","chr11",76587650,76590236,"ABC"
"union_peak_5575","chr11",76890947,76892126,"AB"
"union_peak_5580","chr11",77110690,77111891,"ABC"
"union_peak_5581","chr11",77195473,77197312,"AB"
"union_peak_5583","chr11",77207627,77208771,"AB"
"union_peak_5602","chr11",77622096,77622671,"A"
"union_peak_5645","chr11",78673264,78674073,"DE"
"union_peak_5646","chr11",78678376,78679593,"DEF"
"union_peak_5648","chr11",78690311,78691441,"DEF"
"union_peak_5660","chr11",78864427,78865341,"E"
"union_peak_5673","chr11",79129417,79130514,"C"
"union_peak_5680","chr11",79460673,79461578,"D"
"union_peak_5736","chr11",80575382,80576376,"A"
"union_peak_5742","chr11",82203539,82204340,"AB"
"union_peak_5744","chr11",82214040,82215017,"ABC"
"union_peak_5754","chr11",82954609,82955142,"DE"
"union_peak_5759","chr11",83010464,83011482,"A"
"union_peak_5785","chr11",83534221,83535776,"ABC"
"union_peak_5786","chr11",83536312,83537477,"ABC"
"union_peak_5790","chr11",83558456,83558935,"AB"
"union_peak_5791","chr11",83559898,83561130,"ABC"
"union_peak_5792","chr11",83568946,83570520,"ABC"
"union_peak_5793","chr11",83578801,83579834,"B"
"union_peak_5795","chr11",83605170,83606557,"ABC"
"union_peak_5799","chr11",83628471,83630217,"ABC"
"union_peak_5800","chr11",83636759,83637259,"ABC"
"union_peak_5802","chr11",83648622,83650298,"ABC"
"union_peak_5803","chr11",83657059,83658166,"ABC"
"union_peak_5804","chr11",83661899,83663763,"ABC"
"union_peak_5831","chr11",85323911,85324783,"A"
"union_peak_5835","chr11",85545378,85546398,"A"
"union_peak_5838","chr11",85929518,85930176,"C"
"union_peak_5840","chr11",86077422,86078632,"ABC"
"union_peak_5850","chr11",86370868,86371867,"E"
"union_peak_5851","chr11",86385490,86386396,"A"
"union_peak_5852","chr11",86428663,86429935,"A"
"union_peak_5856","chr11",86548294,86548913,"A"
"union_peak_5860","chr11",86592666,86593649,"ABC"
"union_peak_5861","chr11",86595286,86596093,"ABC"
"union_peak_5862","chr11",86606365,86607590,"ABC"
"union_peak_5865","chr11",86620929,86621780,"AB"
"union_peak_5867","chr11",86646563,86647091,"A"
"union_peak_5868","chr11",86647478,86648193,"ABC"
"union_peak_5869","chr11",86652194,86653590,"ABC"
"union_peak_5911","chr11",87678805,87679764,"DEF"
"union_peak_5923","chr11",87935193,87936263,"E"
"union_peak_5925","chr11",87964574,87966217,"A"
"union_peak_5934","chr11",88073096,88073998,"DEF"
"union_peak_5936","chr11",88091500,88092822,"DE"
"union_peak_5949","chr11",88430151,88430875,"DEF"
"union_peak_5952","chr11",88575917,88577218,"E"
"union_peak_5964","chr11",88969956,88970695,"A"
"union_peak_6003","chr11",94252585,94253804,"E"
"union_peak_6021","chr11",94697225,94698653,"DE"
"union_peak_6047","chr11",95688143,95689620,"ABC"
"union_peak_6058","chr11",95907508,95908570,"BC"
"union_peak_6091","chr11",96912564,96913278,"ABC"
"union_peak_6099","chr11",96996134,96997040,"DE"
"union_peak_6105","chr11",97095867,97096673,"C"
"union_peak_6107","chr11",97103244,97104698,"ABC"
"union_peak_6108","chr11",97108928,97109697,"ABC"
"union_peak_6110","chr11",97117982,97118772,"AB"
"union_peak_6111","chr11",97124228,97124721,"A"
"union_peak_6113","chr11",97130129,97130968,"ABC"
"union_peak_6155","chr11",97821700,97822431,"ABC"
"union_peak_6157","chr11",97829620,97830105,"A"
"union_peak_6191","chr11",98471973,98472858,"ABC"
"union_peak_6192","chr11",98477433,98478005,"B"
"union_peak_6193","chr11",98479152,98480356,"AB"
"union_peak_6197","chr11",98509503,98510506,"ABC"
"union_peak_6199","chr11",98526835,98527711,"DEF"
"union_peak_6223","chr11",98875054,98876099,"D"
"union_peak_6239","chr11",99115727,99117379,"D"
"union_peak_6241","chr11",99130725,99132540,"D"
"union_peak_6242","chr11",99136161,99137062,"DE"
"union_peak_6247","chr11",99154977,99155641,"DE"
"union_peak_6248","chr11",99162739,99163647,"DE"
"union_peak_6249","chr11",99166083,99166743,"E"
"union_peak_6250","chr11",99170569,99171649,"DE"
"union_peak_6251","chr11",99203631,99204363,"DEF"
"union_peak_6294","chr11",100845916,100846501,"D"
"union_peak_6298","chr11",100857701,100858277,"B"
"union_peak_6301","chr11",100879327,100880144,"A"
"union_peak_6331","chr11",101357209,101358198,"A"
"union_peak_6354","chr11",101661726,101662284,"ABC"
"union_peak_6361","chr11",102087067,102089608,"BC"
"union_peak_6419","chr11",103381693,103382538,"A"
"union_peak_6434","chr11",104581041,104583205,"A"
"union_peak_6440","chr11",104613615,104614566,"A"
"union_peak_6442","chr11",104629828,104631799,"A"
"union_peak_6444","chr11",104660901,104661774,"DE"
"union_peak_6445","chr11",104663543,104664415,"E"
"union_peak_6451","chr11",105444452,105445565,"DE"
"union_peak_6457","chr11",106056771,106057610,"DEF"
"union_peak_6464","chr11",106165174,106166071,"A"
"union_peak_6469","chr11",106201482,106202433,"DE"
"union_peak_6477","chr11",106415831,106416989,"ABC"
"union_peak_6478","chr11",106430333,106431181,"DE"
"union_peak_6489","chr11",106563974,106565130,"AB"
"union_peak_6494","chr11",106664954,106665611,"E"
"union_peak_6499","chr11",106739793,106740465,"A"
"union_peak_6529","chr11",107407566,107408394,"B"
"union_peak_6534","chr11",107443445,107444442,"DEF"
"union_peak_6549","chr11",108052342,108053483,"AB"
"union_peak_6550","chr11",108067937,108069157,"ABC"
"union_peak_6556","chr11",108268364,108269181,"ABC"
"union_peak_6563","chr11",108920082,108920820,"D"
"union_peak_6590","chr11",109671304,109672750,"AB"
"union_peak_6591","chr11",109673615,109674306,"BC"
"union_peak_6596","chr11",109790066,109790933,"A"
"union_peak_6605","chr11",110918819,110919788,"ABC"
"union_peak_6615","chr11",113194230,113195087,"A"
"union_peak_6618","chr11",113208473,113209385,"E"
"union_peak_6627","chr11",113802255,113803288,"A"
"union_peak_6634","chr11",114807576,114808559,"E"
"union_peak_6635","chr11",114873003,114873854,"DE"
"union_peak_6636","chr11",114876137,114877241,"DE"
"union_peak_6644","chr11",115154998,115155453,"A"
"union_peak_6656","chr11",115338433,115339247,"A"
"union_peak_6666","chr11",115416765,115417069,"A"
"union_peak_6671","chr11",115461953,115464066,"DE"
"union_peak_6674","chr11",115477175,115478707,"AB"
"union_peak_6689","chr11",115646410,115647593,"ABC"
"union_peak_6696","chr11",115698735,115699818,"D"
"union_peak_6707","chr11",115954882,115955522,"A"
"union_peak_6716","chr11",116136180,116136934,"AB"
"union_peak_6723","chr11",116254404,116256321,"ABC"
"union_peak_6736","chr11",116397529,116398625,"ABC"
"union_peak_6737","chr11",116405911,116407162,"ABC"
"union_peak_6742","chr11",116439102,116440551,"ABC"
"union_peak_6750","chr11",116617181,116619016,"ABC"
"union_peak_6767","chr11",117220381,117221297,"A"
"union_peak_6768","chr11",117239800,117240391,"A"
"union_peak_6769","chr11",117242292,117243541,"A"
"union_peak_6770","chr11",117245629,117246436,"AC"
"union_peak_6788","chr11",117610446,117611578,"A"
"union_peak_6797","chr11",117793990,117795026,"DEF"
"union_peak_6803","chr11",117871506,117872975,"DE"
"union_peak_6808","chr11",117952029,117953264,"E"
"union_peak_6814","chr11",117994225,117994912,"A"
"union_peak_6815","chr11",118014390,118015810,"E"
"union_peak_6823","chr11",118200010,118200894,"BC"
"union_peak_6833","chr11",118265700,118266754,"A"
"union_peak_6858","chr11",119075473,119076460,"E"
"union_peak_6864","chr11",119108448,119109776,"A"
"union_peak_6866","chr11",119143248,119143986,"DEF"
"union_peak_6891","chr11",119676741,119677531,"A"
"union_peak_6939","chr11",120759925,120760917,"DE"
"union_peak_6968","chr11",121610182,121611075,"A"
"union_peak_6969","chr11",121655357,121656200,"A"
"union_peak_6972","chr11",121697131,121697917,"DEF"
"union_peak_6978","chr11",121804056,121804965,"A"
"union_peak_6993","chr12",3547583,3548908,"DE"
"union_peak_7004","chr12",3855507,3856506,"EF"
"union_peak_7006","chr12",3870774,3871629,"DE"
"union_peak_7008","chr12",3896921,3897550,"A"
"union_peak_7040","chr12",8618115,8620424,"E"
"union_peak_7041","chr12",8634424,8635015,NA
"union_peak_7060","chr12",11230110,11230993,"EF"
"union_peak_7067","chr12",12277651,12278734,"AB"
"union_peak_7073","chr12",12320502,12321354,"A"
"union_peak_7081","chr12",13508307,13509187,"AB"
"union_peak_7099","chr12",16210315,16211612,"A"
"union_peak_7102","chr12",16525790,16526786,"ABC"
"union_peak_7105","chr12",16580304,16580972,"A"
"union_peak_7121","chr12",17372504,17374122,"ABC"
"union_peak_7123","chr12",17387731,17388599,"ABC"
"union_peak_7137","chr12",17724459,17725101,"DE"
"union_peak_7153","chr12",21225954,21226952,"ABC"
"union_peak_7157","chr12",21370254,21370983,"B"
"union_peak_7163","chr12",21437186,21438475,"ABC"
"union_peak_7166","chr12",21456963,21457719,"B"
"union_peak_7170","chr12",21476214,21476746,"AB"
"union_peak_7183","chr12",25010372,25011021,"DEF"
"union_peak_7184","chr12",25012799,25013773,"DEF"
"union_peak_7186","chr12",25092527,25093225,"A"
"union_peak_7192","chr12",25155290,25156132,"B"
"union_peak_7194","chr12",25187083,25187726,"AB"
"union_peak_7195","chr12",25189052,25190888,"ABC"
"union_peak_7197","chr12",25211203,25212000,"A"
"union_peak_7200","chr12",25239813,25240950,"ABC"
"union_peak_7201","chr12",25241231,25242323,"ABC"
"union_peak_7203","chr12",25249810,25250506,"BC"
"union_peak_7207","chr12",25269216,25270417,"AB"
"union_peak_7211","chr12",25315490,25316535,"A"
"union_peak_7213","chr12",25334926,25335711,"AB"
"union_peak_7214","chr12",25338256,25339415,"ABC"
"union_peak_7215","chr12",25350420,25351753,"ABC"
"union_peak_7216","chr12",25359410,25360729,"ABC"
"union_peak_7217","chr12",25362768,25363264,"AB"
"union_peak_7220","chr12",25366804,25367600,"AB"
"union_peak_7221","chr12",25393873,25394982,"ABC"
"union_peak_7224","chr12",25437994,25438904,"ABC"
"union_peak_7225","chr12",25455307,25456175,"A"
"union_peak_7230","chr12",25957759,25959316,"DE"
"union_peak_7231","chr12",25993780,25994748,"AB"
"union_peak_7232","chr12",26057193,26058643,"F"
"union_peak_7248","chr12",28807860,28809831,"DEF"
"union_peak_7249","chr12",28834089,28835081,"DE"
"union_peak_7250","chr12",28835633,28836183,"DE"
"union_peak_7251","chr12",28845623,28846640,"DE"
"union_peak_7258","chr12",31621345,31622414,"DEF"
"union_peak_7264","chr12",31995927,31997548,"B"
"union_peak_7282","chr12",33048176,33049063,"DEF"
"union_peak_7288","chr12",33158084,33158877,"AC"
"union_peak_7289","chr12",33159804,33160971,"ABC"
"union_peak_7290","chr12",33170078,33171026,"A"
"union_peak_7292","chr12",33182280,33183406,"A"
"union_peak_7301","chr12",34990047,34990963,"DEF"
"union_peak_7311","chr12",35799004,35799892,"DEF"
"union_peak_7314","chr12",36019281,36020176,"DEF"
"union_peak_7315","chr12",36025239,36025990,"DEF"
"union_peak_7318","chr12",36039655,36040352,"DE"
"union_peak_7338","chr12",40248218,40249591,"AB"
"union_peak_7343","chr12",40535698,40536871,"D"
"union_peak_7395","chr12",52829705,52831354,"DE"
"union_peak_7416","chr12",54998603,54999720,"A"
"union_peak_7419","chr12",55049581,55050835,"A"
"union_peak_7429","chr12",55392223,55393155,"ABC"
"union_peak_7452","chr12",59039677,59041012,"B"
"union_peak_7457","chr12",59169679,59170552,"DEF"
"union_peak_7486","chr12",69378392,69379302,"A"
"union_peak_7489","chr12",69416589,69417239,"AB"
"union_peak_7493","chr12",69458037,69458843,"A"
"union_peak_7499","chr12",69510432,69511296,"ABC"
"union_peak_7502","chr12",69537440,69539879,"B"
"union_peak_7504","chr12",69579434,69580399,"ABC"
"union_peak_7505","chr12",69580900,69581678,"AB"
"union_peak_7514","chr12",69863308,69864635,"DE"
"union_peak_7515","chr12",69878152,69879051,"D"
"union_peak_7548","chr12",71006679,71007358,"DE"
"union_peak_7577","chr12",73382102,73382971,"DEF"
"union_peak_7598","chr12",73655990,73657496,"AB"
"union_peak_7601","chr12",73686686,73687732,"DEF"
"union_peak_7644","chr12",76778061,76779094,"E"
"union_peak_7650","chr12",76922747,76923781,"DE"
"union_peak_7655","chr12",77039320,77040538,"A"
"union_peak_7658","chr12",77074445,77075286,"AB"
"union_peak_7659","chr12",77077376,77077949,"A"
"union_peak_7660","chr12",77084523,77086380,"A"
"union_peak_7669","chr12",77153068,77154328,"A"
"union_peak_7680","chr12",77787861,77788942,"D"
"union_peak_7700","chr12",79380639,79381943,"A"
"union_peak_7702","chr12",79437210,79438506,"AB"
"union_peak_7704","chr12",79444572,79445117,"AB"
"union_peak_7709","chr12",79539767,79540790,"AB"
"union_peak_7715","chr12",79650610,79651059,"AB"
"union_peak_7716","chr12",79691857,79692786,"DE"
"union_peak_7718","chr12",79830660,79832017,"ABC"
"union_peak_7733","chr12",80272765,80274013,"DE"
"union_peak_7747","chr12",80938183,80939281,"D"
"union_peak_7760","chr12",82165852,82166819,"DE"
"union_peak_7766","chr12",82208343,82210624,"AB"
"union_peak_7767","chr12",82214823,82215624,"B"
"union_peak_7788","chr12",83762559,83763705,"D"
"union_peak_7834","chr12",85468507,85469041,"DE"
"union_peak_7843","chr12",85629480,85630167,"A"
"union_peak_7854","chr12",85944256,85946151,"AB"
"union_peak_7858","chr12",86046335,86047850,"DEF"
"union_peak_7862","chr12",86309597,86310600,"AB"
"union_peak_7871","chr12",86810492,86811333,"DE"
"union_peak_7899","chr12",89718919,89720336,"DE"
"union_peak_7922","chr12",92671987,92672987,"A"
"union_peak_7925","chr12",92822963,92824073,"E"
"union_peak_7955","chr12",99328811,99329834,"D"
"union_peak_7966","chr12",99565408,99566015,"A"
"union_peak_7981","chr12",100164756,100165606,"DE"
"union_peak_7986","chr12",100480153,100481333,"ABC"
"union_peak_7993","chr12",100544054,100544968,"DEF"
"union_peak_8000","chr12",100772877,100773853,"A"
"union_peak_8006","chr12",100871149,100872083,"ABC"
"union_peak_8022","chr12",100985166,100986023,"AB"
"union_peak_8033","chr12",101053237,101054157,"C"
"union_peak_8043","chr12",101979135,101979924,"B"
"union_peak_8060","chr12",102622105,102622952,"A"
"union_peak_8073","chr12",103058827,103059761,"AC"
"union_peak_8084","chr12",103443299,103444178,"EF"
"union_peak_8087","chr12",104056777,104058101,"ABC"
"union_peak_8088","chr12",104061660,104062351,"BC"
"union_peak_8089","chr12",104066319,104067964,"ABC"
"union_peak_8092","chr12",104969381,104970238,"AB"
"union_peak_8093","chr12",104990354,104991350,"A"
"union_peak_8094","chr12",105000674,105001625,"A"
"union_peak_8107","chr12",106008159,106010508,"ABC"
"union_peak_8108","chr12",106016062,106017016,"ABC"
"union_peak_8113","chr12",106310434,106311561,"DEF"
"union_peak_8119","chr12",107128932,107129860,"AB"
"union_peak_8122","chr12",107140938,107141390,"DE"
"union_peak_8123","chr12",107144370,107145362,"AB"
"union_peak_8133","chr12",107720481,107721743,"B"
"union_peak_8144","chr12",107927912,107929372,"A"
"union_peak_8216","chr12",111180831,111183091,"ABC"
"union_peak_8235","chr12",111913840,111914355,"DE"
"union_peak_8256","chr12",112854625,112855498,"DE"
"union_peak_8267","chr12",112975790,112976927,"E"
"union_peak_8274","chr12",113049570,113050870,"E"
"union_peak_8282","chr12",113167711,113168796,"AC"
"union_peak_8286","chr12",113445660,113446606,"DEF"
"union_peak_8288","chr12",113481249,113482095,"DEF"
"union_peak_8292","chr12",114108457,114109455,"B"
"union_peak_8297","chr12",114299169,114301382,"AB"
"union_peak_8314","chr12",114990589,114991719,"A"
"union_peak_8360","chr12",116314841,116316201,"DE"
"union_peak_8367","chr12",117444191,117445015,"AB"
"union_peak_8368","chr12",117809456,117810483,"AB"
"union_peak_8372","chr12",117958895,117959868,"A"
"union_peak_8380","chr12",118371698,118372427,"ABC"
"union_peak_8386","chr12",118422994,118423838,"ABC"
"union_peak_8387","chr12",118424075,118424560,"A"
"union_peak_8432","chr13",6634531,6635789,"ABC"
"union_peak_8443","chr13",8783318,8784349,"DE"
"union_peak_8474","chr13",12348981,12349856,"DEF"
"union_peak_8480","chr13",12498909,12499882,"ABC"
"union_peak_8499","chr13",13581826,13582539,"DE"
"union_peak_8533","chr13",19138650,19139570,"A"
"union_peak_8593","chr13",21995790,21997250,"B"
