"","A_chr","A_start","A_end","A_peak","C_chr","C_start","C_end","C_peak","overlap"
"1220","chr9",58112183,58112822,"union_peak_51939","chr9",58112010,58112740,"union_peak_32351",557
"1221","chr9",120770308,120771270,"union_peak_53616","chr9",120770283,120771165,"union_peak_33403",857
"1222","chr11",98509400,98510500,"union_peak_9950","chr11",98509502,98510506,"union_peak_6197",998
"1223","chr14",71120245,71120941,"union_peak_17339","chr14",71120154,71121170,"union_peak_10751",696
"1224","chr6",108685987,108686466,"union_peak_43489","chr6",108685839,108686688,"union_peak_27158",479
"1225","chr13",73702630,73703930,"union_peak_15144","chr13",73702423,73704088,"union_peak_9331",1300
"1226","chr1",43519831,43521253,"union_peak_519","chr1",43519844,43521254,"union_peak_331",1409
"1227","chr10",8197436,8198002,"union_peak_3749","chr10",8197236,8197973,"union_peak_2333",537
"1228","chr19",9116137,9116930,"union_peak_26849","chr19",9116085,9117058,"union_peak_16711",793
"1229","chr19",18646408,18647245,"union_peak_27140","chr19",18646554,18647220,"union_peak_16896",666
"1230","chr1",170934233,170934905,"union_peak_2961","chr1",170934076,170934941,"union_peak_1850",672
"1231","chr9",46154545,46155046,"union_peak_51591","chr9",46154325,46154952,"union_peak_32164",407
"1232","chr10",95008712,95009639,"union_peak_5906","chr10",95008644,95009755,"union_peak_3687",927
"1233","chr8",91077209,91077758,"union_peak_49535","chr8",91077229,91077822,"union_peak_30942",529
"1234","chr2",73346204,73346938,"union_peak_29952","chr2",73346042,73347135,"union_peak_18660",734
"1235","chr13",115107357,115107950,"union_peak_15912","chr13",115106903,115108054,"union_peak_9848",593
"1236","chr8",128516928,128518116,"union_peak_50665","chr8",128517047,128518202,"union_peak_31571",1069
"1237","chr3",87266454,87266937,"union_peak_33434","chr3",87266199,87266889,"union_peak_20801",435
"1238","chr15",10035494,10036232,"union_peak_18143","chr15",10035079,10036246,"union_peak_11268",738
"1239","chr11",110918889,110919525,"union_peak_10629","chr11",110918818,110919788,"union_peak_6605",636
"1240","chr18",39718962,39719446,"union_peak_25568","chr18",39718804,39719936,"union_peak_15919",484
"1241","chr10",96515793,96516390,"union_peak_5980","chr10",96515503,96516485,"union_peak_3745",597
"1242","chr12",86046175,86046959,"union_peak_12721","chr12",86046334,86047850,"union_peak_7858",625
"1243","chr5",107533602,107534132,"union_peak_39936","chr5",107533248,107534375,"union_peak_24993",530
"1244","chr2",12423745,12423967,"union_peak_28500","chr2",12423879,12424899,"union_peak_17734",88
"1245","chr4",6216803,6217220,"union_peak_35112","chr4",6216438,6217324,"union_peak_21885",417
"1246","chr5",114194058,114194582,"union_peak_40217","chr5",114194016,114194757,"union_peak_25158",524
"1247","chr14",65101023,65101255,"union_peak_17148","chr14",65100874,65101536,"union_peak_10637",232
"1248","chr2",146197748,146198467,"union_peak_31227","chr2",146197767,146198676,"union_peak_19493",700
"1249","chr19",20390406,20390815,"union_peak_27152","chr19",20389324,20390656,"union_peak_16903_1",250
"1250","chr1",60075011,60075453,"union_peak_879","chr1",60074739,60075885,"union_peak_560",442
"1251","chr19",20389320,20389819,"union_peak_27151","chr19",20389324,20390656,"union_peak_16903_2",495
"1252","chr4",33988575,33989262,"union_peak_35482","chr4",33988516,33989587,"union_peak_22154",687
"1253","chr18",68969155,68969744,"union_peak_26025","chr18",68968848,68969924,"union_peak_16195",589
"1254","chr13",115098145,115099092,"union_peak_15909","chr13",115096841,115099620,"union_peak_9847_2",947
"1255","chr2",45019111,45019454,"union_peak_29466","chr2",45018319,45019652,"union_peak_18344",343
"1256","chr2",11254037,11254752,"union_peak_28446","chr2",11254026,11255192,"union_peak_17697",715
"1257","chr4",130017001,130017851,"union_peak_37085","chr4",130017018,130017996,"union_peak_23176",833
"1258","chr17",30027586,30027941,"union_peak_23193","chr17",30026972,30028068,"union_peak_14431",355
"1259","chr14",121845870,121846636,"union_peak_17901","chr14",121845642,121846722,"union_peak_11108",766
"1260","chr7",45770474,45771798,"union_peak_45754","chr7",45770566,45771818,"union_peak_28627",1232
"1261","chr10",41615427,41615959,"union_peak_4470","chr10",41614822,41615981,"union_peak_2803",532
"1262","chr17",29979580,29980408,"union_peak_23191","chr17",29979624,29980593,"union_peak_14427",784
"1263","chr12",17724417,17725139,"union_peak_11541","chr12",17724458,17725101,"union_peak_7137",643
"1264","chr15",80191852,80192877,"union_peak_19494","chr15",80191821,80192839,"union_peak_12130",987
"1265","chr5",149080171,149080933,"union_peak_41570","chr5",149080014,149081035,"union_peak_25959",762
"1266","chr18",68286531,68287127,"union_peak_26019","chr18",68286536,68288097,"union_peak_16191",591
"1267","chr9",55283550,55284125,"union_peak_51763","chr9",55283437,55284280,"union_peak_32246",575
"1268","chr1",128790731,128791495,"union_peak_1962","chr1",128790652,128791397,"union_peak_1225",666
"1269","chr7",109768590,109769256,"union_peak_47023","chr7",109768441,109769214,"union_peak_29400",624
"1270","chr8",35674598,35675192,"union_peak_48620","chr8",35674620,35675220,"union_peak_30372",572
"1271","chr12",107140938,107141485,"union_peak_13145","chr12",107140937,107141390,"union_peak_8122",452
"1272","chr11",78672818,78674076,"union_peak_9032","chr11",78673263,78674073,"union_peak_5645",810
"1273","chr9",61215741,61216674,"union_peak_52019","chr9",61215748,61216784,"union_peak_32387",926
"1274","chr10",19122179,19122875,"union_peak_3953","chr10",19122135,19122804,"union_peak_2468",625
"1275","chr2",11619663,11619938,"union_peak_28474","chr2",11619030,11620209,"union_peak_17716",275
"1276","chr13",41948301,41948825,"union_peak_14383","chr13",41947972,41948911,"union_peak_8860",524
"1277","chr9",51213371,51214311,"union_peak_51685","chr9",51213295,51214594,"union_peak_32209",940
"1278","chr11",83578971,83579594,"union_peak_9271","chr11",83578800,83579834,"union_peak_5793",623
"1279","chr15",100060407,100061486,"union_peak_20188","chr15",100060500,100061434,"union_peak_12544",934
"1280","chr3",8718035,8718706,"union_peak_32439","chr3",8718200,8718729,"union_peak_20149",506
"1281","chr15",73422600,73424168,"union_peak_19026","chr15",73423043,73424491,"union_peak_11859",1125
"1282","chr4",135520262,135521123,"union_peak_37504","chr4",135520212,135521108,"union_peak_23431",846
"1283","chr9",96953472,96954035,"union_peak_52914","chr9",96953295,96954026,"union_peak_32966",554
"1284","chr5",125016274,125017100,"union_peak_40800","chr5",125016133,125017116,"union_peak_25518",826
"1285","chr17",26370464,26371079,"union_peak_22869","chr17",26370322,26371025,"union_peak_14256",561
"1286","chr4",119959204,119959819,"union_peak_36733","chr4",119959114,119959947,"union_peak_22968",615
"1287","chr11",73094147,73095835,"union_peak_8704","chr11",73093919,73095619,"union_peak_5454",1472
"1288","chr11",68545732,68546586,"union_peak_8446","chr11",68545668,68546509,"union_peak_5290",777
"1289","chr4",155168649,155169581,"union_peak_38192","chr4",155168527,155169479,"union_peak_23854",830
"1290","chr5",123765384,123765999,"union_peak_40703","chr5",123765364,123766168,"union_peak_25452",615
"1291","chr6",128473960,128474646,"union_peak_44038","chr6",128473940,128474542,"union_peak_27514",582
"1292","chr15",100419165,100419604,"union_peak_20211","chr15",100418721,100419756,"union_peak_12559",439
"1293","chr16",10814677,10815730,"union_peak_20579","chr16",10814768,10815787,"union_peak_12769",962
"1294","chr12",25249952,25250494,"union_peak_11661","chr12",25249809,25250506,"union_peak_7203",542
"1295","chr5",143077232,143077936,"union_peak_41359","chr5",143076946,143077843,"union_peak_25827",611
"1296","chr4",102990600,102991531,"union_peak_36410","chr4",102990383,102991564,"union_peak_22756",931
"1297","chr17",52468165,52469053,"union_peak_24128","chr17",52468051,52469297,"union_peak_15027",888
"1298","chr2",9535816,9536467,"union_peak_28371","chr2",9535694,9536484,"union_peak_17652",651
"1299","chr17",34680771,34681594,"union_peak_23531","chr17",34680861,34681556,"union_peak_14633",695
"1300","chr19",33081440,33082039,"union_peak_27406","chr19",33081225,33082063,"union_peak_17065",599
"1301","chr17",35731079,35732206,"union_peak_23651","chr17",35731176,35732247,"union_peak_14710",1030
"1302","chr4",148900162,148901981,"union_peak_37938","chr4",148900197,148901403,"union_peak_23706",1206
"1303","chr17",80772382,80773133,"union_peak_24624","chr17",80772174,80773386,"union_peak_15348",751
"1304","chr3",146122806,146123356,"union_peak_34921","chr3",146121314,146122881,"union_peak_21773",75
"1305","chr3",127875015,127875995,"union_peak_34547","chr3",127874701,127876049,"union_peak_21521",980
"1306","chr13",46929765,46931144,"union_peak_14593","chr13",46930187,46931147,"union_peak_8974",957
"1307","chr15",59707570,59708322,"union_peak_18729","chr15",59707576,59708504,"union_peak_11662",746
"1308","chr7",27740688,27741477,"union_peak_45219","chr7",27740648,27741572,"union_peak_28295",789
"1309","chr12",69878170,69878910,"union_peak_12129","chr12",69878151,69879051,"union_peak_7515",740
"1310","chr9",61056451,61057246,"union_peak_52015","chr9",61055687,61057291,"union_peak_32385",795
"1311","chr11",30126697,30127448,"union_peak_7296","chr11",30126563,30127602,"union_peak_4609",751
"1312","chr4",135664312,135665263,"union_peak_37515","chr4",135664146,135665164,"union_peak_23434",852
"1313","chr16",91522289,91523313,"union_peak_22016","chr16",91522199,91523419,"union_peak_13719",1024
"1314","chr13",55640483,55641373,"union_peak_14884","chr13",55640380,55641353,"union_peak_9149",870
"1315","chr16",91447963,91448493,"union_peak_22003","chr16",91447980,91448442,"union_peak_13709",462
"1316","chr1",131349515,131350441,"union_peak_2036","chr1",131349501,131350304,"union_peak_1266",789
"1317","chr2",128378528,128378934,"union_peak_30963","chr2",128377611,128379137,"union_peak_19331",406
"1318","chr13",114188610,114190121,"union_peak_15881","chr13",114188529,114190054,"union_peak_9830",1444
"1319","chr7",140982755,140983596,"union_peak_47900","chr7",140981613,140983401,"union_peak_29958",646
"1320","chr4",58943610,58945008,"union_peak_35899","chr4",58943437,58945165,"union_peak_22421",1398
"1321","chr7",55960437,55961034,"union_peak_45883","chr7",55959983,55961225,"union_peak_28702_2",597
"1322","chr3",104656477,104657041,"union_peak_34149","chr3",104656611,104657983,"union_peak_21265",430
"1323","chr19",24983772,24984555,"union_peak_27207","chr19",24983633,24984997,"union_peak_16939",783
"1324","chr6",101359541,101360233,"union_peak_43423","chr6",101359468,101360503,"union_peak_27114",692
"1325","chr7",128397186,128397535,"union_peak_47653","chr7",128397018,128397738,"union_peak_29819",349
"1326","chr5",77091617,77092345,"union_peak_39510","chr5",77091448,77092884,"union_peak_24687",728
"1327","chr4",134047442,134048192,"union_peak_37353","chr4",134047244,134048443,"union_peak_23332",750
"1328","chr18",39145259,39145700,"union_peak_25545","chr18",39145037,39145673,"union_peak_15909",414
"1329","chr2",35993951,35994829,"union_peak_29349","chr2",35993939,35994952,"union_peak_18270",878
"1330","chr17",48427917,48428510,"union_peak_24014","chr17",48426775,48428547,"union_peak_14943_2",593
"1331","chr9",40343673,40344427,"union_peak_51268","chr9",40343931,40344628,"union_peak_31958",496
"1332","chr9",69361943,69362608,"union_peak_52403","chr9",69361940,69362724,"union_peak_32613",665
"1333","chr10",8415093,8415915,"union_peak_3757","chr10",8415210,8416425,"union_peak_2336_2",705
"1334","chr19",12026491,12027190,"union_peak_27027","chr19",12026304,12027491,"union_peak_16826",699
"1335","chr8",25653802,25654479,"union_peak_48450","chr8",25653322,25654470,"union_peak_30259",668
"1336","chr15",66788916,66789641,"union_peak_18936","chr15",66788826,66789966,"union_peak_11793",725
"1337","chr5",64472012,64472802,"union_peak_39149","chr5",64471781,64472844,"union_peak_24455",790
"1338","chr8",95084278,95084906,"union_peak_49655","chr8",95084229,95084768,"union_peak_31001",490
"1339","chr9",42076083,42076781,"union_peak_51346","chr9",42075979,42077099,"union_peak_32007",698
"1340","chr11",72342114,72342819,"union_peak_8663","chr11",72341966,72343006,"union_peak_5433",705
"1341","chr10",26229401,26230114,"union_peak_4202","chr10",26227917,26230177,"union_peak_2627_2",713
"1342","chr4",108349661,108350533,"union_peak_36522","chr4",108349657,108350609,"union_peak_22827",872
"1343","chr10",108119381,108120207,"union_peak_6113","chr10",108117788,108120125,"union_peak_3838",744
"1344","chr15",58649750,58650286,"union_peak_18675","chr15",58649687,58650477,"union_peak_11623",536
"1345","chr5",23721901,23722320,"union_peak_38483","chr5",23721697,23722597,"union_peak_24085",419
"1346","chr8",128645526,128646006,"union_peak_50688","chr8",128645233,128647346,"union_peak_31584",480
"1347","chr17",80112518,80113278,"union_peak_24576","chr17",80112389,80113466,"union_peak_15314",760
"1348","chr5",115854440,115855291,"union_peak_40341","chr5",115854390,115855259,"union_peak_25235",819
"1349","chr6",39283631,39284357,"union_peak_42116","chr6",39283564,39284423,"union_peak_26308",726
"1350","chr5",62755956,62756513,"union_peak_39098","chr5",62755950,62756477,"union_peak_24413",521
"1351","chr1",16746968,16747724,"union_peak_120","chr1",16746714,16747866,"union_peak_89",756
"1352","chr15",96376934,96377792,"union_peak_19951","chr15",96376970,96377976,"union_peak_12390",822
"1353","chr11",86077718,86078647,"union_peak_9374","chr11",86077421,86078632,"union_peak_5840",914
"1354","chr11",121655241,121656203,"union_peak_11266","chr11",121655356,121656200,"union_peak_6969",844
"1355","chr7",49093473,49094343,"union_peak_45845","chr7",49093466,49094244,"union_peak_28683",771
"1356","chr2",153350593,153351203,"union_peak_31419","chr2",153350600,153351312,"union_peak_19594",603
"1357","chr10",57799494,57799814,"union_peak_4690","chr10",57799200,57799903,"union_peak_2938",320
"1358","chr9",94607151,94607931,"union_peak_52810","chr9",94607089,94608099,"union_peak_32888",780
"1359","chr4",33586958,33588545,"union_peak_35481","chr4",33587052,33588299,"union_peak_22153",1247
"1360","chr2",13237385,13237934,"union_peak_28512","chr2",13237018,13237916,"union_peak_17741",531
"1361","chr7",29025550,29026077,"union_peak_45306","chr7",29025271,29026199,"union_peak_28351",527
"1362","chr9",65882002,65882508,"union_peak_52272","chr9",65881884,65882942,"union_peak_32534",506
"1363","chr7",90067695,90068450,"union_peak_46623","chr7",90067575,90068722,"union_peak_29172",755
"1364","chr3",93562179,93562958,"union_peak_33711","chr3",93562149,93563101,"union_peak_20970",779
"1365","chr9",118059085,118059789,"union_peak_53481","chr9",118058952,118059813,"union_peak_33338",704
"1366","chr10",85352249,85353205,"union_peak_5698","chr10",85352327,85353159,"union_peak_3538",832
"1367","chr3",37738073,37738851,"union_peak_32803","chr3",37738009,37739086,"union_peak_20389",778
"1368","chr6",99394398,99395358,"union_peak_43364","chr6",99394339,99396063,"union_peak_27074",960
"1369","chr5",107694392,107695492,"union_peak_39947","chr5",107694605,107695702,"union_peak_25001",887
"1370","chr1",192062517,192063287,"union_peak_3564","chr1",192062360,192063337,"union_peak_2220",770
"1371","chr8",84722727,84723496,"union_peak_49362","chr8",84722610,84723803,"union_peak_30835",769
"1372","chr17",86801650,86802505,"union_peak_24824","chr17",86801563,86802513,"union_peak_15485",855
"1373","chr6",108278191,108279528,"union_peak_43445","chr6",108278040,108279555,"union_peak_27133",1337
"1374","chr2",102899282,102900028,"union_peak_30425","chr2",102899631,102901516,"union_peak_18969",397
"1375","chr17",79379042,79379732,"union_peak_24557","chr17",79379070,79380137,"union_peak_15300",662
"1376","chr7",142347384,142348031,"union_peak_47989","chr7",142347281,142347999,"union_peak_30010",615
"1377","chr2",78978026,78978395,"union_peak_30068","chr2",78977524,78978495,"union_peak_18745",369
"1378","chr16",49798797,49799165,"union_peak_21540","chr16",49798778,49799764,"union_peak_13361",368
"1379","chr15",65731169,65731613,"union_peak_18909","chr15",65731414,65732130,"union_peak_11770",199
"1380","chr17",36972842,36973120,"union_peak_23737","chr17",36971296,36973231,"union_peak_14774",278
"1381","chr6",29827090,29828051,"union_peak_41867","chr6",29826795,29828274,"union_peak_26158",961
"1382","chr14",7977232,7978093,"union_peak_16002","chr14",7977202,7978448,"union_peak_9905",861
"1383","chr17",86880414,86880996,"union_peak_24829","chr17",86880322,86881205,"union_peak_15487",582
"1384","chr6",37607247,37608115,"union_peak_42046","chr6",37606925,37608403,"union_peak_26263",868
"1385","chr7",3409359,3410310,"union_peak_44615","chr7",3409373,3410521,"union_peak_27904",937
"1386","chr14",14706414,14706781,"union_peak_16054","chr14",14706041,14706773,"union_peak_9938",359
"1387","chr7",111108980,111109936,"union_peak_47077","chr7",111108807,111110124,"union_peak_29435",956
"1388","chr10",122727325,122727552,"union_peak_6526","chr10",122727157,122728820,"union_peak_4094",227
"1389","chr3",103844096,103844599,"union_peak_34117","chr3",103843868,103845247,"union_peak_21241",503
"1390","chr16",10585055,10585767,"union_peak_20557","chr16",10584776,10585754,"union_peak_12755",699
"1391","chr12",76778460,76779056,"union_peak_12346","chr12",76778060,76779094,"union_peak_7644",596
"1392","chr10",41880583,41881074,"union_peak_4481","chr10",41880374,41881426,"union_peak_2811",491
"1393","chr11",49811873,49812336,"union_peak_7703","chr11",49810848,49812057,"union_peak_4842_2",184
"1394","chr4",98039980,98040670,"union_peak_36304","chr4",98039849,98040958,"union_peak_22693",690
"1395","chr7",114581079,114581552,"union_peak_47177","chr7",114580732,114581909,"union_peak_29495",473
"1396","chr2",44165765,44166259,"union_peak_29445","chr2",44165551,44167647,"union_peak_18329_2",494
"1397","chr19",11418795,11419091,"union_peak_26967","chr19",11418791,11419806,"union_peak_16786",296
"1398","chr13",114887174,114887554,"union_peak_15895","chr13",114885624,114887419,"union_peak_9838_2",245
"1399","chrX",9201917,9202201,"union_peak_53934","chrX",9201507,9202327,"union_peak_33627",284
